text_name;Tara;Marcella;NLTK;Spacy;Flair;start;end;entity_name;rho;link_prob;lon;lat
Armenia;TRUE;TRUE;TRUE;TRUE;MISSED;13605;13612;Kingdom of Armenia (antiquity);0.5688351988792419;0.9456886649131776;;
Arabs;FALSE;FALSE;;;;13701;13706;Abbasid Caliphate;0.13590346276760099;0.1986066848039627;;
Apahunik;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
Artsni;TRUE;TRUE;TRUE;MISSED;TRUE;13834;13840;Artsni;0.5;1.0;44.37;41.21416667
Bagrewand;MISSED;MISSED;TRUE;TRUE;TRUE;;;;;;;
Armenian (troops);;;FALSE;;;;;;;;;
Karin;MISSED;MISSED;MISSED;TRUE;TRUE;;;;;;;
Karin;MISSED;MISSED;TRUE;TRUE;TRUE;;;;;;;
Armenian (force);;;FALSE;;;;;;;;;
Christ;;;FALSE;;;;;;;;;
Byzantine;TRUE;TRUE;MISSED;MISSED;MISSED;14446;14455;Byzantine Empire;0.3261509835720062;0.3722924292087555;;
Karin;MISSED;MISSED;TRUE;TRUE;TRUE;;;;;;;
Bagrewand;MISSED;MISSED;TRUE;TRUE;TRUE;;;;;;;
Basen;FALSE;TRUE;TRUE;TRUE;TRUE;14880;14885;Basen, Armenia;0.11003704369068146;0.1320754736661911;43.99083333;40.76527778
Arsanias River;TRUE;TRUE;MISSED;TRUE;TRUE;14940;14954;Murat River;0.2857142984867096;0.5714285969734192;43.75;39.4
Bagratuni House;;;;;FALSE;;;;;;;
Gnunik’ House;;;;;FALSE;;;;;;;
Vahan;;;;;FALSE;;;;;;;
Armenian (brigade);;;FALSE;;;;;;;;;
Armenia;TRUE;TRUE;TRUE;TRUE;MISSED;18155;18162;Armenia;0.5789688229560852;0.9456886649131776;45.0;40.0
earth;;;;FALSE;;;;;;;;
Arche'sh;MISSED;MISSED;MISSED;TRUE;TRUE;;;;;;;
